Date,ConfirmedCases,ConfirmedDeaths,InfectionRate
2020-04-27,10738.0,243.0,10.0
2020-04-28,10752.0,244.0,14.0
2020-04-29,10761.0,246.0,9.0
2020-04-30,10765.0,247.0,4.0
2020-05-01,10774.0,248.0,9.0
2020-05-02,10780.0,250.0,6.0
2020-05-03,10793.0,250.0,13.0
2020-05-04,10801.0,252.0,8.0
2020-05-05,10804.0,254.0,3.0
2020-05-06,10806.0,255.0,2.0
2020-05-07,10810.0,256.0,4.0
2020-05-08,10822.0,256.0,12.0
2020-05-09,10840.0,256.0,18.0
2020-05-10,10874.0,256.0,34.0
2020-05-11,10909.0,256.0,35.0
2020-05-12,10936.0,258.0,27.0
2020-05-13,10962.0,259.0,26.0
2020-05-14,10991.0,260.0,29.0
2020-05-15,11018.0,260.0,27.0
2020-05-16,11037.0,262.0,19.0
2020-05-17,11050.0,262.0,13.0
2020-05-18,11065.0,263.0,15.0
2020-05-19,11078.0,263.0,13.0
2020-05-20,11110.0,263.0,32.0
2020-05-21,11122.0,264.0,12.0
2020-05-22,11142.0,264.0,20.0
2020-05-23,11165.0,266.0,23.0
2020-05-24,11190.0,266.0,25.0
2020-05-25,11206.0,267.0,16.0
2020-05-26,11225.0,269.0,19.0
2020-05-27,11265.0,269.0,40.0
2020-05-28,11344.0,269.0,79.0
2020-05-29,11402.0,269.0,58.0
2020-05-30,11441.0,269.0,39.0
2020-05-31,11468.0,270.0,27.0
2020-06-01,11503.0,271.0,35.0
2020-06-02,11541.0,272.0,38.0
2020-06-03,11590.0,273.0,49.0
2020-06-04,11629.0,273.0,39.0
2020-06-05,11668.0,273.0,39.0
2020-06-06,11719.0,273.0,51.0
2020-06-07,11776.0,273.0,57.0
2020-06-08,11814.0,273.0,38.0
2020-06-09,11852.0,274.0,38.0
2020-06-10,11902.0,276.0,50.0
2020-06-11,11947.0,276.0,45.0
2020-06-12,12003.0,277.0,56.0
2020-06-13,12051.0,277.0,48.0
2020-06-14,12084.0,277.0,33.0
2020-06-15,12121.0,277.0,37.0
2020-06-16,12155.0,278.0,34.0
2020-06-17,12198.0,279.0,43.0
2020-06-18,12257.0,280.0,59.0
2020-06-19,12306.0,280.0,49.0
2020-06-20,12373.0,280.0,67.0
2020-06-21,12421.0,280.0,48.0
2020-06-22,12438.0,280.0,17.0
2020-06-23,12484.0,281.0,46.0
2020-06-24,12535.0,281.0,51.0
2020-06-25,12563.0,282.0,28.0
2020-06-26,12602.0,282.0,39.0
2020-06-27,12653.0,282.0,51.0
2020-06-28,12715.0,282.0,62.0
2020-06-29,12757.0,282.0,42.0
2020-06-30,12800.0,282.0,43.0
2020-07-01,12850.0,282.0,50.0
2020-07-02,12904.0,282.0,54.0
2020-07-03,12967.0,282.0,63.0
2020-07-04,13030.0,283.0,63.0
2020-07-05,13091.0,283.0,61.0
2020-07-06,13091.0,283.0,0.0
2020-07-07,13181.0,285.0,90.0
2020-07-08,13244.0,285.0,63.0
2020-07-09,13293.0,287.0,49.0
2020-07-10,13338.0,288.0,45.0
2020-07-11,13373.0,288.0,35.0
2020-07-12,13417.0,289.0,44.0
2020-07-13,13479.0,289.0,62.0
2020-07-14,13512.0,289.0,33.0
2020-07-15,13551.0,289.0,39.0
2020-07-16,13612.0,291.0,61.0
2020-07-17,13672.0,293.0,60.0
2020-07-18,13711.0,294.0,39.0
2020-07-19,13745.0,295.0,34.0
2020-07-20,13771.0,296.0,26.0
2020-07-21,13816.0,296.0,45.0
2020-07-22,13879.0,297.0,63.0
2020-07-23,13938.0,297.0,59.0
2020-07-24,13979.0,298.0,41.0
2020-07-25,14092.0,298.0,113.0
2020-07-26,14150.0,298.0,58.0
2020-07-27,14175.0,299.0,25.0
2020-07-28,14203.0,300.0,28.0
2020-07-29,14251.0,300.0,48.0
2020-07-30,14269.0,300.0,18.0
2020-07-31,14305.0,301.0,36.0
2020-08-01,14336.0,301.0,31.0
2020-08-02,14336.0,301.0,0.0
2020-08-03,14389.0,301.0,53.0
2020-08-04,14423.0,301.0,34.0
2020-08-05,14456.0,302.0,33.0
2020-08-06,14499.0,302.0,43.0
2020-08-07,14519.0,303.0,20.0
2020-08-08,14562.0,304.0,43.0
2020-08-09,14598.0,305.0,36.0
2020-08-10,14626.0,305.0,28.0
2020-08-11,14660.0,305.0,34.0
2020-08-12,14714.0,305.0,54.0
2020-08-13,14770.0,305.0,56.0
2020-08-14,14873.0,305.0,103.0
2020-08-15,15039.0,305.0,166.0
2020-08-16,15318.0,305.0,279.0
2020-08-17,15515.0,305.0,197.0
2020-08-18,15761.0,306.0,246.0
2020-08-19,16058.0,306.0,297.0
2020-08-20,16346.0,307.0,288.0
2020-08-21,16670.0,309.0,324.0
2020-08-22,17002.0,309.0,332.0
2020-08-23,17399.0,309.0,397.0
2020-08-24,17665.0,309.0,266.0
2020-08-25,17945.0,310.0,280.0
2020-08-26,18265.0,312.0,320.0
2020-08-27,18706.0,313.0,441.0
2020-08-28,19077.0,316.0,371.0
2020-08-29,19400.0,321.0,323.0
2020-08-30,19699.0,323.0,299.0
2020-08-31,19947.0,324.0,248.0
2020-09-01,20182.0,324.0,235.0
2020-09-02,20449.0,326.0,267.0
2020-09-03,20644.0,329.0,195.0
2020-09-04,20842.0,331.0,198.0
2020-09-05,20842.0,331.0,0.0
2020-09-06,21177.0,334.0,335.0
2020-09-07,21296.0,336.0,119.0
2020-09-08,21432.0,341.0,136.0
2020-09-09,21588.0,344.0,156.0
2020-09-10,21743.0,346.0,155.0
2020-09-11,21919.0,350.0,176.0
2020-09-12,22055.0,355.0,136.0
2020-09-13,22176.0,358.0,121.0
2020-09-14,22285.0,363.0,109.0
2020-09-15,22391.0,367.0,106.0
2020-09-16,22504.0,367.0,113.0
2020-09-17,22657.0,372.0,153.0
2020-09-18,22783.0,377.0,126.0
2020-09-19,22893.0,378.0,110.0
2020-09-20,22975.0,383.0,82.0
2020-09-21,23045.0,385.0,70.0
2020-09-22,23106.0,388.0,61.0
2020-09-23,23216.0,388.0,110.0
2020-09-24,23341.0,393.0,125.0
2020-09-25,23455.0,395.0,114.0
2020-09-26,23516.0,399.0,61.0
2020-09-27,23611.0,401.0,95.0
2020-09-28,23661.0,406.0,50.0
2020-09-29,23699.0,407.0,38.0
2020-09-30,23812.0,413.0,113.0
2020-10-01,23812.0,413.0,0.0
2020-10-02,23952.0,416.0,140.0
2020-10-03,24027.0,420.0,75.0
2020-10-04,24091.0,421.0,64.0
2020-10-05,24164.0,422.0,73.0
2020-10-06,24239.0,422.0,75.0
2020-10-07,24353.0,425.0,114.0
2020-10-08,24422.0,427.0,69.0
2020-10-09,24476.0,428.0,54.0
2020-10-10,24548.0,430.0,72.0
2020-10-11,24606.0,432.0,58.0
2020-10-12,24703.0,433.0,97.0
2020-10-13,24805.0,434.0,102.0
2020-10-14,24889.0,438.0,84.0
2020-10-15,24988.0,439.0,99.0
2020-10-16,25035.0,441.0,47.0
2020-10-17,25108.0,443.0,73.0
2020-10-18,25199.0,444.0,91.0
2020-10-19,25275.0,444.0,76.0
2020-10-20,25333.0,447.0,58.0
2020-10-21,25424.0,450.0,91.0
2020-10-22,25543.0,453.0,119.0
2020-10-23,25698.0,455.0,155.0
2020-10-24,25775.0,457.0,77.0
2020-10-25,25836.0,457.0,61.0
2020-10-26,25955.0,457.0,119.0
2020-10-27,26043.0,460.0,88.0
2020-10-28,26146.0,461.0,103.0
2020-10-29,26271.0,462.0,125.0
2020-10-30,26385.0,464.0,114.0
2020-10-31,26511.0,464.0,126.0
2020-11-01,26635.0,466.0,124.0
2020-11-02,26732.0,468.0,97.0
2020-11-03,26807.0,472.0,75.0
2020-11-04,26925.0,474.0,118.0
2020-11-05,27050.0,475.0,125.0
2020-11-06,27050.0,475.0,0.0
