Date,Jurisdiction,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
20200219,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,20.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200220,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,22.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200221,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,23.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200222,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,23.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200223,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,28.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200224,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,30.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200225,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,34.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200226,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,37.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200227,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,44.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200228,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,56.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200229,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,61.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200301,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,94.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200302,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,134.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200303,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,189.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200304,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,245.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200305,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,294.0,0.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200306,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,26019722.45,0.0,,,373.0,1.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200307,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,428.0,2.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200308,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,482.0,2.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200309,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,629.0,3.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200310,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,,887.0,7.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200311,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,32223318564.93,183360000.0,2.0,1.0,1.0,2.0,6444663712.99,0.0,0.0,,,1298.0,7.0,11.11,11.11,14.29,14.29,16.67,16.67,19.44,19.44,0.0,0.0
20200312,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1787.0,9.0,11.11,11.11,14.29,14.29,9.52,9.52,11.11,11.11,0.0,0.0
20200313,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2266.0,10.0,12.96,12.96,17.86,17.86,10.71,10.71,12.5,12.5,0.0,0.0
20200314,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2630.0,29.0,12.96,12.96,17.86,17.86,10.71,10.71,12.5,12.5,0.0,0.0
20200315,NAT_TOTAL,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,3072.0,43.0,12.96,12.96,17.86,17.86,10.71,10.71,12.5,12.5,0.0,0.0
