Date,Jurisdiction,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
20200402,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,48263.0,3782.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200403,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,53178.0,4518.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200404,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,57198.0,5274.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200405,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,60792.0,5873.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200406,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,66067.0,6440.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200407,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,71517.0,7545.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200408,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,929000000.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,76646.0,8575.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200409,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,81498.0,9691.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200410,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,85813.0,10813.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200411,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,89390.0,11656.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200412,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,92885.0,12313.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200413,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,97068.0,13037.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200414,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,101393.0,14113.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200415,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,106458.0,14993.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200416,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,111756.0,16029.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200417,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,116721.0,16942.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200418,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,121437.0,18047.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200419,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,125289.0,18479.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200420,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1550000000.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,130147.0,19049.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200421,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,134907.0,20273.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200422,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,140397.0,21120.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200423,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,145540.0,21802.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200424,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,150513.0,22812.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200425,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,154261.0,23627.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200426,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,157729.0,23991.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200427,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,162431.0,24311.0,79.63,79.63,80.95,80.95,67.86,67.86,62.5,62.5,100.0,100.0
20200428,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,167152.0,25280.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200429,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,172587.0,26049.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200430,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,177543.0,26683.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200501,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,182270.0,27381.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200502,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,185491.0,27965.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200503,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,188465.0,28218.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200504,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,191843.0,28490.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200505,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,195527.0,29216.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200506,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,199358.0,29863.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200507,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,203125.0,30321.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200508,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,206174.0,30900.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200509,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,208324.0,31175.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200510,NAT_TOTAL,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,210645.0,31392.0,79.63,79.63,80.95,80.95,68.75,68.75,63.54,63.54,100.0,100.0
20200511,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,214228.0,31579.0,77.78,77.78,77.38,77.38,67.56,67.56,62.15,62.15,100.0,100.0
20200512,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,217617.0,32193.0,77.78,77.78,77.38,77.38,67.56,67.56,62.15,62.15,100.0,100.0
20200513,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,220915.0,32640.0,71.3,71.3,72.62,72.62,63.39,63.39,57.29,57.29,100.0,100.0
20200514,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,223524.0,32992.0,71.3,71.3,72.62,72.62,63.39,63.39,57.29,57.29,100.0,100.0
20200515,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,226041.0,33342.0,71.3,71.3,72.62,72.62,63.39,63.39,57.29,57.29,100.0,100.0
20200516,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,228106.0,33753.0,71.3,71.3,72.62,72.62,63.39,63.39,57.29,57.29,100.0,100.0
20200517,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,229932.0,33820.0,71.3,71.3,72.62,72.62,63.39,63.39,57.29,57.29,100.0,100.0
20200518,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,232506.0,33966.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200519,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,235547.0,34466.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200520,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,24500000.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,238253.0,34794.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200521,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,240795.0,35067.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200522,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,242825.0,35358.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200523,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,244332.0,35578.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200524,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,245680.0,35957.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200525,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,247287.0,36061.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200526,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,248937.0,36192.0,71.3,71.3,72.62,72.62,65.77,65.77,60.07,60.07,100.0,100.0
20200527,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,250739.0,36614.0,71.3,71.3,72.62,72.62,69.35,69.35,64.24,64.24,100.0,100.0
20200528,NAT_TOTAL,3.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,252473.0,36957.0,71.3,71.3,72.62,72.62,69.35,69.35,64.24,64.24,100.0,100.0
20200529,NAT_TOTAL,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,253977.0,37231.0,69.44,69.44,72.62,72.62,68.15,68.15,62.85,62.85,100.0,100.0
20200530,NAT_TOTAL,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,255076.0,37385.0,69.44,69.44,72.62,72.62,68.15,68.15,62.85,62.85,100.0,100.0
20200531,NAT_TOTAL,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,256145.0,37445.0,69.44,69.44,72.62,72.62,68.15,68.15,62.85,62.85,100.0,100.0
20200601,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,257579.0,37531.0,67.59,67.59,69.05,69.05,70.54,70.54,65.63,65.63,100.0,100.0
20200602,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,259046.0,37780.0,67.59,67.59,69.05,69.05,70.54,70.54,65.63,65.63,100.0,100.0
20200603,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,260388.0,38034.0,67.59,67.59,69.05,69.05,70.54,70.54,65.63,65.63,100.0,100.0
20200604,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,261622.0,38164.0,67.59,67.59,69.05,69.05,70.54,70.54,65.63,65.63,100.0,100.0
20200605,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,262727.0,38422.0,67.59,67.59,69.05,69.05,70.54,70.54,65.63,65.63,100.0,100.0
20200606,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,263518.0,38565.0,67.59,67.59,69.05,69.05,70.54,70.54,65.63,65.63,100.0,100.0
20200607,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,264235.0,38619.0,67.59,67.59,69.05,69.05,70.54,70.54,65.63,65.63,100.0,100.0
20200608,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,265321.0,38666.0,73.15,73.15,76.19,76.19,74.11,74.11,69.79,69.79,100.0,100.0
20200609,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,266474.0,38861.0,73.15,73.15,76.19,76.19,74.11,74.11,69.79,69.79,100.0,100.0
20200610,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,267656.0,39025.0,73.15,73.15,76.19,76.19,74.11,74.11,69.79,69.79,100.0,100.0
20200611,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,268657.0,39101.0,73.15,73.15,76.19,76.19,74.11,74.11,69.79,69.79,100.0,100.0
20200612,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,269710.0,39232.0,73.15,73.15,76.19,76.19,74.11,74.11,69.79,69.79,100.0,100.0
20200613,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,270597.0,39339.0,73.15,73.15,76.19,76.19,74.11,74.11,69.79,69.79,100.0,100.0
20200614,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,271404.0,39366.0,73.15,73.15,76.19,76.19,74.11,74.11,69.79,69.79,100.0,100.0
20200615,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,272430.0,39395.0,71.3,71.3,76.19,76.19,72.92,72.92,68.4,68.4,100.0,100.0
20200616,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,273507.0,39515.0,71.3,71.3,76.19,76.19,72.92,72.92,68.4,68.4,100.0,100.0
20200617,NAT_TOTAL,3.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,274504.0,39625.0,71.3,71.3,76.19,76.19,72.92,72.92,68.4,68.4,100.0,100.0
